url,title,poster_url,local_image_path,genres
https://www.imdb.com/title/tt32063050/,Bridget Jones: Mad About the Boy,"https://m.media-amazon.com/images/M/MV5BMDdlY2Y2ZWEtYjk4Mi00Yjg3LWFlM2MtMWI1ZjVlNGQ5NTNjXkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg",imdb_images\tt32063050.jpg,"Comedy, Drama, Romance"
https://www.imdb.com/title/tt0356150/,EuroTrip,"https://m.media-amazon.com/images/M/MV5BYzgzNWMyYjgtYjFmNi00MDdmLTk4MjAtYzMxMjI3MWU2MzcxXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,190,281_.jpg",imdb_images\tt0356150.jpg,Comedy
https://www.imdb.com/title/tt14961016/,I'm Still Here,"https://m.media-amazon.com/images/M/MV5BM2FjMjBiZjgtZDkyYy00YTRlLTk5N2QtODE2ZWIyYWE0Yzg0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt14961016.jpg,"Biography, Drama, History"
https://www.imdb.com/title/tt32434379/,My Fault: London,"https://m.media-amazon.com/images/M/MV5BZmM4MzY2YTktODcxMi00M2ZhLWE0ZjktMTlhNzNlMzEzODQyXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt32434379.jpg,Drama
https://www.imdb.com/title/tt12299608/,Mickey 17,"https://m.media-amazon.com/images/M/MV5BZGQwYmEzMzktYzBmMy00NmVmLTkyYTUtOTYyZjliZDNhZGVkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt12299608.jpg,"Adventure, Comedy, Fantasy"
https://www.imdb.com/title/tt6113186/,Shrek 5,"https://m.media-amazon.com/images/M/MV5BNmNkNmRkNDAtOTMzNC00MWYzLWJhNjMtYjNkZTNjODVhOTg2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt6113186.jpg,"Animation, Adventure, Comedy"
https://www.imdb.com/title/tt21823606/,A Real Pain,"https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt21823606.jpg,"Comedy, Drama"
https://www.imdb.com/title/tt28249919/,Presence,"https://m.media-amazon.com/images/M/MV5BZWRmNzM1YjktM2YyMi00M2YwLWE2YjMtNjgwNTQ3MGU3MzczXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt28249919.jpg,"Drama, Horror, Thriller"
https://www.imdb.com/title/tt14403504/,Last Breath,"https://m.media-amazon.com/images/M/MV5BYmNjMDg1Y2EtNmZiOS00NGUzLThjZGYtNzU2OGI5M2VkMDFhXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt14403504.jpg,"Drama, Thriller"
https://www.imdb.com/title/tt4772188/,Flow,"https://m.media-amazon.com/images/M/MV5BOTM5ODBlOTAtYjcwZi00YzkzLWIzODEtMTM2MTZlNDFmMWU2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt4772188.jpg,"Animation, Adventure, Family"
https://www.imdb.com/title/tt20221436/,Emilia Pérez,"https://m.media-amazon.com/images/M/MV5BNjBhMWVmYjQtYmI2NC00NjdiLTliMjQtODliYjI5OTZmMzczXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt20221436.jpg,"Comedy, Crime, Drama"
https://www.imdb.com/title/tt16366836/,Venom: The Last Dance,"https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt16366836.jpg,"Action, Adventure, Sci-Fi"
https://www.imdb.com/title/tt1262426/,Wicked,"https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg",imdb_images\tt1262426.jpg,"Fantasy, Musical, Romance"
https://www.imdb.com/title/tt23558280/,Elevation,"https://m.media-amazon.com/images/M/MV5BY2NiNDM0NWYtNzQxNi00NmY1LTg1YmYtMDE5ZmQzMGJlMGQzXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",imdb_images\tt23558280.jpg,"Action, Sci-Fi, Thriller"
https://www.imdb.com/title/tt20214908/,Another Simple Favor,"https://m.media-amazon.com/images/M/MV5BMDBhNTg1MWMtMDc5Ni00YTk1LWFjNGUtMmE2Y2Q5MGQ2M2Q2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt20214908.jpg,"Comedy, Crime, Mystery"
https://www.imdb.com/title/tt18259086/,Sonic the Hedgehog 3,"https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg",imdb_images\tt18259086.jpg,"Action, Adventure, Comedy"
https://www.imdb.com/title/tt9218128/,Gladiator II,"https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt9218128.jpg,"Action, Adventure, Drama"
https://www.imdb.com/title/tt6208148/,Snow White,"https://m.media-amazon.com/images/M/MV5BY2RlZDc3ZjYtYWJlNC00MzFiLTlmMGItYmUzYjY3Mjc1Yzc2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt6208148.jpg,"Adventure, Family, Fantasy"
https://www.imdb.com/title/tt13186482/,Mufasa: The Lion King,"https://m.media-amazon.com/images/M/MV5BYjBkOWUwODYtYWI3YS00N2I0LWEyYTktOTJjM2YzOTc3ZDNlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt13186482.jpg,"Animation, Adventure, Drama"
https://www.imdb.com/title/tt34956443/,Ne Zha 2,"https://m.media-amazon.com/images/M/MV5BYzU1M2JlMDctYmJkYy00MDYzLTk2YmMtN2U3NzRkNWE4NWM2XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg",imdb_images\tt34956443.jpg,"Animation, Drama, Fantasy"
https://www.imdb.com/title/tt23055660/,Nickel Boys,"https://m.media-amazon.com/images/M/MV5BMGRkMzIyY2QtMjc5My00NGRjLWE5ZGUtYjRiMDNjMzAwOTU0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt23055660.jpg,Drama
https://www.imdb.com/title/tt23468450/,Longlegs,"https://m.media-amazon.com/images/M/MV5BMmJkNGNiNjgtMzFlYy00ZDI5LWI2YzktZGVjYjI5MjQyMGU3XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt23468450.jpg,"Crime, Horror, Thriller"
https://www.imdb.com/title/tt0816692/,Interstellar,"https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt0816692.jpg,"Adventure, Drama, Sci-Fi"
https://www.imdb.com/title/tt30057084/,Babygirl,"https://m.media-amazon.com/images/M/MV5BMmUwODYwODAtYWZkZS00YmUwLWFmMWEtOGNjMjE2NDk3OWIwXkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg",imdb_images\tt30057084.jpg,"Drama, Romance, Thriller"
https://www.imdb.com/title/tt26625693/,The Order,"https://m.media-amazon.com/images/M/MV5BZWIxOGQyYjYtOGEwOC00YWNjLWJmNTktZjJlM2RmNTdjMmVlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt26625693.jpg,"Crime, Drama, Thriller"
https://www.imdb.com/title/tt30788842/,Love Hurts,"https://m.media-amazon.com/images/M/MV5BZDg3Yjc2ZmQtZjliYi00MjIwLWEwZDgtMjFkMzE2ZmYyMjM0XkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg",imdb_images\tt30788842.jpg,"Action, Comedy"
https://www.imdb.com/title/tt27922706/,Chhaava,"https://m.media-amazon.com/images/M/MV5BMDMyZjFmZTctNDAxYi00MWM3LWJiYmItM2VhNWZiM2IwNjNlXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg",imdb_images\tt27922706.jpg,"Action, Drama, History"
https://www.imdb.com/title/tt10275534/,To Catch a Killer,"https://m.media-amazon.com/images/M/MV5BZDk4YWM2YTktZGM4Zi00ZThkLTk4OWYtYzZjZjAxYjAzZThkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt10275534.jpg,"Action, Crime, Drama"
https://www.imdb.com/title/tt10078772/,Flight Risk,"https://m.media-amazon.com/images/M/MV5BOGZlZjAyYTItMDdjYy00OGZlLWI3NDAtYzM5ZjAwNjg0NWUxXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt10078772.jpg,"Action, Crime, Drama"
https://www.imdb.com/title/tt0105695/,Unforgiven,"https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt0105695.jpg,"Drama, Western"
https://www.imdb.com/title/tt28082769/,September 5,"https://m.media-amazon.com/images/M/MV5BOWUxY2YyYzctYWY3Yi00ZGJjLTkzMDktZjYzMTIzZjNhNmM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt28082769.jpg,"Drama, History, Thriller"
https://www.imdb.com/title/tt33764258/,The Odyssey,"https://m.media-amazon.com/images/M/MV5BMDU5MDUwNjEtYTdiYi00NjQzLTlmZTMtNWRjMzM0Njg0Zjk1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt33764258.jpg,"Action, Adventure, Fantasy"
https://www.imdb.com/title/tt0067116/,The French Connection,"https://m.media-amazon.com/images/M/MV5BZDAyZDU3OWUtNWQ3Zi00ZWRkLWI4MGEtNDFlZWIzZDk5ZTZkXkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg",imdb_images\tt0067116.jpg,"Action, Crime, Drama"
https://www.imdb.com/title/tt29623480/,The Wild Robot,"https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg",imdb_images\tt29623480.jpg,"Animation, Sci-Fi"
https://www.imdb.com/title/tt31193791/,The Last Showgirl,"https://m.media-amazon.com/images/M/MV5BOThhYjMwZmItYmY4My00OGMxLTgxYWMtZTk0NGQwNTRmOWY1XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg",imdb_images\tt31193791.jpg,Drama
https://www.imdb.com/title/tt0396652/,Ice Princess,"https://m.media-amazon.com/images/M/MV5BMTI1NjIzMzg5OF5BMl5BanBnXkFtZTcwMjI2ODcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt0396652.jpg,"Comedy, Drama, Family"
https://www.imdb.com/title/tt10954718/,Dog Man,"https://m.media-amazon.com/images/M/MV5BNDVlZGQyM2MtNjA2OS00MjdkLThiNDQtZTYzMTA1MGU3M2M0XkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg",imdb_images\tt10954718.jpg,"Animation, Action, Adventure"
https://www.imdb.com/title/tt28015403/,Heretic,"https://m.media-amazon.com/images/M/MV5BMzFiMWM4YjAtY2Y3Yi00MDIzLTk0N2MtYTAwNGM3ZmMwODhlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt28015403.jpg,"Horror, Thriller"
https://www.imdb.com/title/tt3263946/,Trial by Fire,"https://m.media-amazon.com/images/M/MV5BNDZiODFjYTUtNDY1OS00ZjMxLTkzN2MtNzA5NWIwYWJlYTg5XkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg",imdb_images\tt3263946.jpg,"Biography, Drama"
https://www.imdb.com/title/tt12037194/,Furiosa: A Mad Max Saga,"https://m.media-amazon.com/images/M/MV5BNTcwYWE1NTYtOWNiYy00NzY3LWIwY2MtNjJmZDkxNDNmOWE1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt12037194.jpg,"Action, Adventure, Sci-Fi"
https://www.imdb.com/title/tt3045628/,Holland,"https://m.media-amazon.com/images/M/MV5BMTJjZmE4Y2UtYzQ5OS00N2Y2LWEzYjEtNzhiMjA3YTlkMjdjXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt3045628.jpg,Thriller
https://www.imdb.com/title/tt23149780/,Eden,"https://m.media-amazon.com/images/M/MV5BZjJjMjRiNzgtNjFiZC00OWM5LTk2OGEtM2ZhNWI4NzRjZWY0XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg",imdb_images\tt23149780.jpg,Thriller
https://www.imdb.com/title/tt15239678/,Dune: Part Two,"https://m.media-amazon.com/images/M/MV5BNTc0YmQxMjEtODI5MC00NjFiLTlkMWUtOGQ5NjFmYWUyZGJhXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt15239678.jpg,"Action, Adventure, Drama"
https://www.imdb.com/title/tt8368368/,The Apprentice,"https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",imdb_images\tt8368368.jpg,"Biography, Drama, History"
https://www.imdb.com/title/tt27813235/,The Surfer,"https://m.media-amazon.com/images/M/MV5BMmNjNTZiNTEtMWQ1NC00YmQ4LWFhYjktMzZhOGM2MDhmMTAxXkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg",imdb_images\tt27813235.jpg,Thriller
https://www.imdb.com/title/tt0116493/,Harriet the Spy,"https://m.media-amazon.com/images/M/MV5BNzA2M2VjMjgtYWY3Ni00MDFhLTgzMGMtZTAzYmI0ZDNkY2VhXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt0116493.jpg,"Comedy, Drama, Family"
https://www.imdb.com/title/tt32558992/,Heart Eyes,"https://m.media-amazon.com/images/M/MV5BZDA4ZjVmM2MtYWJlNC00OTE5LThlOWQtYjQ4Yjg1ODg5MTE4XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt32558992.jpg,"Comedy, Horror, Mystery"
https://www.imdb.com/title/tt31519456/,La Dolce Villa,"https://m.media-amazon.com/images/M/MV5BNjJmM2VjODktY2UwMC00N2FiLThmOWEtOGFhZmM2MjI0MGVjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt31519456.jpg,"Comedy, Romance"
https://www.imdb.com/title/tt23853982/,Parthenope,"https://m.media-amazon.com/images/M/MV5BMzE2NGQ1MTYtZWJlYi00ZTgyLWI0ZjMtOWQ2OGQ3NTNlM2QzXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt23853982.jpg,"Drama, Fantasy"
https://www.imdb.com/title/tt3566834/,A Minecraft Movie,"https://m.media-amazon.com/images/M/MV5BYzFjMzNjOTktNDBlNy00YWZhLWExYTctZDcxNDA4OWVhOTJjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt3566834.jpg,"Action, Adventure, Comedy"
https://www.imdb.com/title/tt7131622/,Once Upon a Time... in Hollywood,"https://m.media-amazon.com/images/M/MV5BMzMzNmViNjYtN2ViNi00NDM3LWFlMmItNDYyMGIzY2EzZjE2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt7131622.jpg,"Comedy, Drama"
https://www.imdb.com/title/tt16539454/,Pushpa: The Rule - Part 2,"https://m.media-amazon.com/images/M/MV5BNWU1ZWFhNGQtZDhlZC00ZWFlLTlmNmEtN2VmYmZiN2Y5ZmQ2XkEyXkFqcGc@._V1_QL75_UX190_CR0,12,190,281_.jpg",imdb_images\tt16539454.jpg,"Action, Crime, Drama"
https://www.imdb.com/title/tt5822536/,Paddington in Peru,"https://m.media-amazon.com/images/M/MV5BNzMyNWZlYmYtZDgxMC00ZTU3LWFiYzctNGE0ZDc0OTlhZTRlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt5822536.jpg,"Adventure, Comedy, Family"
https://www.imdb.com/title/tt0111161/,The Shawshank Redemption,"https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt0111161.jpg,Drama
https://www.imdb.com/title/tt0068646/,The Godfather,"https://m.media-amazon.com/images/M/MV5BNGEwYjgwOGQtYjg5ZS00Njc1LTk2ZGEtM2QwZWQ2NjdhZTE5XkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",imdb_images\tt0068646.jpg,"Crime, Drama"
https://www.imdb.com/title/tt20969586/,Thunderbolts*,"https://m.media-amazon.com/images/M/MV5BZmFkZTQ1NDktZWJjOC00ZTVjLTg0NmMtMmMzZDcxZmExNDE1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt20969586.jpg,"Action, Adventure, Crime"
https://www.imdb.com/title/tt35111035/,Demon City,"https://m.media-amazon.com/images/M/MV5BYzg3ZGY5MmUtNGViOC00ZjRkLTg4ZmYtMDI1NWZiZDQ0Zjc2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt35111035.jpg,"Action, Adventure, Crime"
https://www.imdb.com/title/tt27657135/,Saturday Night,"https://m.media-amazon.com/images/M/MV5BNWI0N2VlMTAtZGFhYS00YzdhLWEzM2EtMWUwMzBkYWQ5NTMwXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt27657135.jpg,"Biography, Comedy, Drama"
https://www.imdb.com/title/tt8790086/,Kraven the Hunter,"https://m.media-amazon.com/images/M/MV5BZDU0YTI5ODAtN2NmMS00YTg3LTgyNDItN2RmOWEzOTkzZjcyXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt8790086.jpg,"Action, Thriller"
https://www.imdb.com/title/tt0172495/,Gladiator,"https://m.media-amazon.com/images/M/MV5BYWQ4YmNjYjEtOWE1Zi00Y2U4LWI4NTAtMTU0MjkxNWQ1ZmJiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt0172495.jpg,"Action, Adventure, Drama"
https://www.imdb.com/title/tt3774694/,Love,"https://m.media-amazon.com/images/M/MV5BNDg1MTg0ZDgtZTM5Ny00OTFmLWE1OWItNTAzZDgxOWU1YTA2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt3774694.jpg,"Drama, Romance"
https://www.imdb.com/title/tt14858658/,Blink Twice,"https://m.media-amazon.com/images/M/MV5BMzczYmQ0NTUtMTM5OS00Mzc4LWExZDYtOWE4YjRkOWJkYWRlXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt14858658.jpg,"Mystery, Thriller"
https://www.imdb.com/title/tt10655524/,It Ends with Us,"https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt10655524.jpg,"Drama, Romance"
https://www.imdb.com/title/tt27812086/,Cleaner,"https://m.media-amazon.com/images/M/MV5BMmE1MzkyMDctZjgzNC00YzkxLWI1YTctY2E4YzNjNmI1YTljXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",imdb_images\tt27812086.jpg,"Action, Drama, Thriller"
https://www.imdb.com/title/tt26743210/,How to Train Your Dragon,"https://m.media-amazon.com/images/M/MV5BODA5Y2M0NjctNWQzMy00ODRhLWE0MzUtYmE1YTAzZjYyYmQyXkEyXkFqcGc@._V1_QL75_UX190_CR0,10,190,281_.jpg",imdb_images\tt26743210.jpg,"Action, Adventure, Comedy"
https://www.imdb.com/title/tt21227864/,You're Cordially Invited,"https://m.media-amazon.com/images/M/MV5BMGM3MzQwMWItNjM2Ny00NTkwLThkZWMtZmNiYTlhMGZlN2JhXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt21227864.jpg,Comedy
https://www.imdb.com/title/tt26442053/,Old Guy,"https://m.media-amazon.com/images/M/MV5BOGM4NzRiNTAtNDQxNy00YjBmLTg3NjMtNDE4MjVlYzUyMmIwXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",imdb_images\tt26442053.jpg,"Action, Comedy"
https://www.imdb.com/title/tt28443655/,Death of a Unicorn,"https://m.media-amazon.com/images/M/MV5BYjMzMjc0MjMtMTIzYS00N2VlLThlZjYtNjkwYjRhYTZlNjM1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt28443655.jpg,"Comedy, Fantasy, Horror"
https://www.imdb.com/title/tt27131358/,We Live in Time,"https://m.media-amazon.com/images/M/MV5BYmQwNzRiNmItODc4Ny00Mjk4LThmYWQtNjI5OGU4OGUxMmY0XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",imdb_images\tt27131358.jpg,"Drama, Romance"
https://www.imdb.com/title/tt0110912/,Pulp Fiction,"https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg",imdb_images\tt0110912.jpg,"Crime, Drama"
https://www.imdb.com/title/tt0095647/,Mississippi Burning,"https://m.media-amazon.com/images/M/MV5BZDgwNTljYmMtYmQyNi00MmEwLTk0NzMtZDJmZDIzZmQ4MzQ2XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",imdb_images\tt0095647.jpg,"Crime, Drama, Mystery"
https://www.imdb.com/title/tt10676052/,The Fantastic Four: First Steps,"https://m.media-amazon.com/images/M/MV5BOGI1YmY2OGMtYTZkYi00ZTI2LWEwZjUtNzVmY2Q2MjA1MGFkXkEyXkFqcGc@._V1_QL75_UX190_CR0,28,190,281_.jpg",imdb_images\tt10676052.jpg,"Action, Adventure, Sci-Fi"
https://www.imdb.com/title/tt0265666/,The Royal Tenenbaums,"https://m.media-amazon.com/images/M/MV5BZTc1MzFlMjEtMzkyNC00NDgyLThjMjMtMzQzZGI5YjUyNzU5XkEyXkFqcGc@._V1_QL75_UX190_CR0,12,190,281_.jpg",imdb_images\tt0265666.jpg,"Comedy, Drama"
https://www.imdb.com/title/tt15398776/,Oppenheimer,"https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt15398776.jpg,"Biography, Drama, History"
https://www.imdb.com/title/tt14260836/,Better Man,"https://m.media-amazon.com/images/M/MV5BYWU3YzU0NTItMGVlYi00YTFmLWE5MmQtNjg4ODQ3ZWYyNjRkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",imdb_images\tt14260836.jpg,"Biography, Fantasy, Music"
